,logFC,AveExpr,t,P.Value,adj.P.Val,B
LOC108183485,-0.314278956,4.326078392,-4.111821413,0.00324397,0.026481708,-1.957538001
gramd2b,0.548901359,2.563020447,4.111724155,0.003244411,0.026481708,-1.572927085
bsg,-0.183633616,8.673743098,-4.110747954,0.003248842,0.026507845,-2.569421156
atxn7l1,-0.386483447,3.973176105,-4.110314201,0.003250812,0.026513899,-1.87489193
spon2a,-0.47685351,3.057445526,-4.109634332,0.003253904,0.026524116,-1.662370299
pbk,0.457887219,3.664145263,4.109498216,0.003254523,0.026524116,-1.819160342
LOC103908636,-0.436142589,4.167200718,-4.107430023,0.003263948,0.026590892,-1.922875407
LOC101884921,0.343814947,5.581597805,4.106837189,0.003266656,0.026602904,-2.235498065
asb15a,0.581468188,2.795720152,4.105928311,0.003270811,0.026626695,-1.627027833
ptp4a2a,0.270318111,5.564561971,4.105481252,0.003272857,0.026633303,-2.234141446
ubald2,-0.362579452,3.987435396,-4.1048895,0.003275567,0.02664531,-1.887360769
si:ch73-14h1.2,-0.847283314,2.380891285,-4.104423951,0.003277701,0.026652622,-1.529105109
abhd3,0.642126779,1.769277877,4.103126019,0.003283658,0.026691005,-1.463947105
LOC100535633,-0.532345357,2.572199544,-4.101455589,0.003291342,0.026743389,-1.576121764
gadd45gb.1,0.339671323,4.398803277,4.100638626,0.003295106,0.026763904,-2.002887522
klb,-0.933260881,2.621316677,-4.098927371,0.003303008,0.026817988,-1.575552318
dusp6,-0.260107421,5.55061813,-4.098561984,0.003304698,0.026819597,-2.234283396
vim,-0.173838588,6.942269729,-4.097955809,0.003307503,0.026819597,-2.440041901
myhz2,0.162943679,12.0505197,4.097871199,0.003307895,0.026819597,-2.806580172
cbr1,0.598797163,3.087457712,4.097810215,0.003308177,0.026819597,-1.701984202
rnd1a,0.227619788,5.07774155,4.097190184,0.00331105,0.026832391,-2.153331354
crtac1a,-0.560936517,3.021269622,-4.096933061,0.003312242,0.026832391,-1.670085928
adcyap1r1b,0.496066674,3.788158904,4.095844301,0.003317295,0.02686324,-1.868235549
egfra,-0.260136746,5.079675626,-4.094254424,0.003324688,0.026913012,-2.149474342
myot,0.290487596,4.770757067,4.093656588,0.003327473,0.026925454,-2.095010159
adamts18,0.4158712,4.790838919,4.092876532,0.00333111,0.026944783,-2.101041421
mala.2,-0.402073014,4.093528271,-4.090530154,0.003342076,0.027023359,-1.931541809
taok1b,-0.205785437,6.500641794,-4.089689004,0.003346017,0.02704509,-2.398791498
LOC103910210,0.386849651,7.727417087,4.088617817,0.003351043,0.027075571,-2.530664909
boc,-0.229820467,6.818207852,-4.087436749,0.003356593,0.027110268,-2.440956713
errfi1a,-0.402672027,4.142649602,-4.087131339,0.00335803,0.027111727,-1.948405281
foxp4,-0.295286207,4.423091661,-4.086460275,0.00336119,0.027117896,-2.017554183
cubn,0.418644823,4.446327424,4.086264284,0.003362113,0.027117896,-2.035033729
sult6b1,-0.253123247,6.046803949,-4.086168636,0.003362564,0.027117896,-2.337238528
LOC100332699,-0.52677147,3.746496169,-4.085141566,0.003367408,0.027138943,-1.853287319
galnt17,0.272015314,4.156037989,4.085082102,0.003367689,0.027138943,-1.969444313
uck2b,0.270257728,5.034867319,4.084762762,0.003369196,0.027140959,-2.163347209
ddx61,0.216025744,6.602305445,4.084453364,0.003370658,0.027142601,-2.424237797
ms4a17a.17,-0.613868987,1.892611853,-4.082656771,0.003379158,0.027198633,-1.496124092
limd1b,0.870915616,0.82744105,4.082450292,0.003380137,0.027198633,-1.435779553
lmbrd1,-0.283211216,5.149621474,-4.081664146,0.003383865,0.027218482,-2.18164738
clstn3,0.358118551,6.107852621,4.080642179,0.003388718,0.027247361,-2.362062615
mep1a.1,-0.668240552,2.910549197,-4.080227928,0.003390687,0.027253041,-1.666310118
bysl,-0.268070209,6.513050874,-4.079643796,0.003393466,0.027265222,-2.414363432
wu:fi37e09,-0.462532248,4.068364917,-4.078401171,0.003399385,0.027301715,-1.941292412
osbpl10b,-0.270994803,4.675873733,-4.078159504,0.003400538,0.027301715,-2.087225045
dipk1c,-0.389577708,4.239800088,-4.077807702,0.003402217,0.027305033,-1.985075099
krt1-19d,0.416523619,7.430741078,4.077540026,0.003403494,0.027305134,-2.521387621
raver1,0.365228477,3.995497059,4.075599115,0.003412775,0.027345645,-1.946371521
dnm3b,0.362149389,6.633223362,4.075551438,0.003413003,0.027345645,-2.442092878
tnfrsf21,-0.334585263,4.631421851,-4.075416743,0.003413648,0.027345645,-2.079590586
paplna,-0.279156759,5.612930535,-4.07535541,0.003413942,0.027345645,-2.279754226
crybb1l3,0.78494298,1.907368813,4.074918243,0.003416037,0.027345645,-1.518570705
cbx1b,0.381324941,4.870109065,4.074895316,0.003416147,0.027345645,-2.144399508
zgc:171566,-0.301970583,5.04280053,-4.074560634,0.003417751,0.027348346,-2.169823926
lama2,-0.364660111,7.029400403,-4.072594709,0.003427194,0.027408576,-2.485036214
LOC110440155,-1.444121597,1.400692645,-4.072291902,0.003428651,0.027408576,-1.457877178
pygl,0.190945991,7.007169976,4.072200959,0.003429088,0.027408576,-2.488446074
tlcd3ba,0.274046839,5.410269184,4.071623521,0.003431869,0.027414036,-2.256149405
srp72,-0.171696167,6.677603458,-4.071531502,0.003432312,0.027414036,-2.448820499
zgc:171452,-1.343260938,-0.272170577,-4.071239423,0.00343372,0.027415132,-1.530872329
tent5c,0.444253731,4.712699126,4.069204994,0.003443541,0.027473196,-2.119237503
man2c1,-0.310706714,4.592107146,-4.069140585,0.003443852,0.027473196,-2.080767012
dnajb2,-0.332850349,4.183835035,-4.068942266,0.003444811,0.027473196,-1.986750911
cenpp,0.188474878,6.669507355,4.068547917,0.003446719,0.027478257,-2.456214351
tns2b,0.403063363,4.649380263,4.068022867,0.003449261,0.027488369,-2.107150465
tmpoa,0.278061953,4.951395508,4.067702866,0.003450811,0.027490572,-2.171498741
zgc:112285,0.293021044,5.070374824,4.066256275,0.003457829,0.027529878,-2.198161373
pcyt2,0.217537589,5.156944962,4.066159959,0.003458297,0.027529878,-2.21498691
grcc10,0.270434144,4.482394611,4.064767916,0.003465065,0.027563867,-2.074119941
zgc:66479,0.270860484,5.341792263,4.064756443,0.003465121,0.027563867,-2.253431222
adkb,0.29453334,5.11426391,4.063953566,0.003469031,0.027584805,-2.210378477
uqcrc1,0.196077353,7.926636426,4.063510201,0.003471192,0.027591825,-2.584368925
uqcr10,0.219622381,6.319826173,4.063103956,0.003473174,0.027595755,-2.418511465
tyrp1b,0.261563206,7.401716813,4.062884679,0.003474244,0.027595755,-2.540487571
h3f3b.1,0.18000796,7.346160684,4.062601114,0.003475629,0.027596594,-2.535637425
mrpl35,0.269262284,4.261027214,4.061248883,0.003482239,0.027638908,-2.02882971
ivns1abpb,-0.298691408,5.646675981,-4.059702113,0.003489816,0.027688868,-2.30869766
krt5,1.779402824,7.491917782,4.058807436,0.003494207,0.027713518,-2.546502422
LOC137496745,-1.032787819,1.268937862,-4.058280962,0.003496794,0.027723845,-1.474014119
slc29a1a,0.283055183,5.955978959,4.057296694,0.003501635,0.027743224,-2.372849381
zgc:162958,-0.383400273,3.582199992,-4.057261377,0.003501809,0.027743224,-1.860189765
arglu1a,0.167325594,7.693809022,4.05565921,0.003509706,0.027790779,-2.576752177
zgc:162964,-0.380121441,3.593306463,-4.055375315,0.003511107,0.027790779,-1.865537541
bhlhe41,1.395010174,-1.22327708,4.055118347,0.003512376,0.027790779,-1.665114226
bin1b,0.306521765,5.176979713,4.054999522,0.003512963,0.027790779,-2.236308761
cldn5a,-0.283368149,4.084119615,-4.054664616,0.003514617,0.027792426,-1.986318315
zgc:162255,-0.257455654,4.666232648,-4.054436185,0.003515746,0.027792426,-2.120591371
fbp2,0.376815989,6.364775794,4.053920065,0.003518299,0.02780242,-2.439103261
insm1a,0.206042045,5.977226253,4.052308674,0.003526281,0.027855298,-2.383106875
tmem100a,0.682843369,2.481228225,4.051638563,0.003529606,0.027864759,-1.641935982
ogfr,0.23778783,4.896833153,4.051546938,0.003530061,0.027864759,-2.183802574
ift140,-0.393622259,5.055158116,-4.051075987,0.003532401,0.027873029,-2.204552854
paqr6,0.25858622,5.667454014,4.049880034,0.003538348,0.027909758,-2.335085901
prkra,0.27397546,5.18110022,4.049110882,0.003542179,0.027929768,-2.245636057
LOC101884488,0.445065185,3.284938186,4.047041185,0.00355251,0.028000995,-1.820818664
pycr1b,0.312962322,5.724791082,4.046232246,0.003556557,0.028022655,-2.350831618
elovl6,0.355685133,3.7044167,4.045896298,0.003558239,0.02802495,-1.921096125
anp32e,0.186834795,8.486265334,4.045655429,0.003559445,0.02802495,-2.654127737
dhfr,0.380772892,3.422448719,4.044836251,0.003563552,0.028042619,-1.856158905
fbn2a,0.537508955,2.446699255,4.044689411,0.003564288,0.028042619,-1.645929963
gucy2d,1.121863251,4.284890472,4.044189803,0.003566796,0.028046992,-2.050914314
mast1b,0.248931532,5.402829863,4.044060862,0.003567443,0.028046992,-2.295630162
gabarapb,-0.347605452,6.522472863,-4.043216222,0.003571688,0.028064189,-2.468548361
pip4k2ab,0.327114069,4.099072931,4.043108064,0.003572231,0.028064189,-2.018284828
nfkbie,-0.576114192,3.763532696,-4.041568095,0.003579985,0.028114868,-1.918543807
bcan,0.251895264,4.963702713,4.039730337,0.003589262,0.028177467,-2.215401075
vta1,-0.304910925,5.145709538,-4.038696446,0.003594492,0.028207867,-2.244277698
zgc:123217,-0.858224423,1.656025751,-4.038363247,0.003596179,0.028207867,-1.527019063
pcdh7a,0.262389032,6.045497877,4.038190288,0.003597055,0.028207867,-2.415415011
mns1,-0.623330137,2.222894112,-4.037641111,0.003599839,0.028219442,-1.603573295
atf7a,-0.305144704,4.461638995,-4.03631359,0.003606577,0.028261998,-2.1001061
arg2,-0.717513069,4.315385024,-4.034897687,0.003613779,0.028308155,-2.052550377
vwa3a,-0.771921415,1.559560956,-4.034152119,0.003617578,0.028327628,-1.526003119
si:ch1073-280e3.1,-0.690438777,2.959675777,-4.033795898,0.003619394,0.028331571,-1.741844644
aig1,0.203085093,6.074205289,4.032725078,0.00362486,0.028362459,-2.427634428
phf11,-1.131856074,-0.178470599,-4.032508125,0.003625968,0.028362459,-1.55973459
smad10b,-0.463389064,3.190951371,-4.031816917,0.003629503,0.028379817,-1.803686788
decr1,0.22535245,4.943329556,4.031030156,0.00363353,0.028401016,-2.223895397
rxrgb,-0.299286033,4.082910815,-4.03053468,0.003636068,0.028410569,-2.020995102
glmp,-0.326605296,4.786946076,-4.029455067,0.003641606,0.028440132,-2.181760187
bach1a,-0.340547202,3.673728688,-4.029283454,0.003642488,0.028440132,-1.924186524
cnpy4,0.483320313,2.920244262,4.028496124,0.003646533,0.028455696,-1.764481345
phldb3,-0.720090347,2.251842741,-4.028382367,0.003647118,0.028455696,-1.618412496
edf1,-0.225521875,6.755273211,-4.026515041,0.003656734,0.028513907,-2.52476394
emc1,0.402547255,5.716875668,4.026302062,0.003657832,0.028513907,-2.379505297
slc15a1b,-0.320861103,5.564061474,-4.026164396,0.003658543,0.028513907,-2.34313806
capn5a,-0.276114108,5.43712456,-4.02270997,0.003676413,0.028642838,-2.325936586
tle3b,0.26312557,6.409794429,4.022407363,0.003677983,0.028644728,-2.492101937
si:ch211-161c3.6,-0.750136849,1.659074379,-4.022068841,0.00367974,0.028648073,-1.550928548
ptgr1.2,-0.34958911,3.489444078,-4.021781475,0.003681232,0.028649356,-1.89114534
fras1,0.314364511,5.986679763,4.018959708,0.003695919,0.028753291,-2.435249928
fbxl3l,-0.78453109,1.21624478,-4.018176625,0.003700006,0.028774715,-1.525662311
akt3b,0.206556852,5.564811891,4.017214644,0.003705034,0.028801833,-2.36525961
syn3,-0.303916875,4.350102287,-4.01699884,0.003706162,0.028801833,-2.103062469
rpgrip1l,-0.190496017,5.840694441,-4.015426974,0.003714396,0.028855425,-2.410535696
myo9b,-0.307417414,5.350266675,-4.014731919,0.003718042,0.028873363,-2.320461788
atxn1b,0.230599856,5.727826539,4.014248769,0.00372058,0.028882673,-2.398727849
slc6a9,0.175049155,6.870295751,4.013418436,0.003724945,0.02890616,-2.561874746
lamc1,-0.229250476,8.33263668,-4.012874096,0.003727809,0.02891799,-2.690755435
ifnlr1,0.471892834,2.485458448,4.012582666,0.003729344,0.028919499,-1.698476525
fxyd7,0.350821606,3.57510727,4.011286446,0.003736177,0.028962083,-1.941135443
phtf1,-0.273844244,5.125542666,-4.010280184,0.003741491,0.028983851,-2.283156189
oaz2b,-0.776638479,2.792811272,-4.010246139,0.003741671,0.028983851,-1.739199162
fam110b,0.258331918,5.271000176,4.009965777,0.003743153,0.028984928,-2.321410501
myh14,0.212706956,6.186021009,4.008576971,0.003750505,0.029031436,-2.480795821
plgrkt,0.328521617,4.508815469,4.007575215,0.003755817,0.029062131,-2.165144844
gng4,0.911759188,0.204381629,4.006213317,0.003763052,0.029107677,-1.548299531
LOC103910251,-1.155515334,1.474912957,-4.005769636,0.003765412,0.029115498,-1.552561743
rhov,-0.482172831,2.831726892,-4.005246739,0.003768196,0.029126586,-1.763848181
LOC100330805,-0.366714222,4.011175022,-4.004638909,0.003771434,0.029141181,-2.039896319
ctbp2a,0.176242451,6.952448119,4.004340647,0.003773024,0.029143035,-2.584333032
nrxn2a,0.303312421,5.688956267,4.003553037,0.003777227,0.029163262,-2.408363344
smarcad1b,0.278284501,4.944779279,4.003343569,0.003778346,0.029163262,-2.265831196
b3gnt2l,-0.278635687,4.621197852,-4.002645794,0.003782075,0.029179573,-2.186672814
slc20a1b,-0.318709005,7.716340807,-4.002442201,0.003783163,0.029179573,-2.656301365
rpz2,-0.333979834,3.543369251,-4.001974274,0.003785667,0.029188404,-1.93344521
chd1l,-0.344701843,4.057348041,-4.001722748,0.003787013,0.029188404,-2.055676859
atf6b,0.329602032,5.916232641,4.001068465,0.003790518,0.029204987,-2.450723811
loxl5b,-0.544943928,2.681806946,-3.999907893,0.003796744,0.029239335,-1.740346228
acap2a,0.295597435,5.025282298,3.999530093,0.003798772,0.029239335,-2.288369789
lgals3bp.2,0.599175977,1.662730983,3.99948019,0.003799041,0.029239335,-1.592570538
asap1a,0.206176543,6.738439829,3.997920335,0.003807431,0.029267756,-2.570316783
nav2a,-0.25711724,5.273649875,-3.99770914,0.003808568,0.029267756,-2.332006569
dtnba,0.250632494,7.024858227,3.997596729,0.003809174,0.029267756,-2.602338464
slc10a7,-0.363400222,3.962166141,-3.997569733,0.003809319,0.029267756,-2.03853944
LOC137496010,-0.740175049,4.197235001,-3.997533528,0.003809514,0.029267756,-2.077769288
si:ch73-120g24.5,-0.405961665,3.340763343,-3.996571279,0.003814703,0.02928794,-1.890903276
tkta,0.214017441,6.69648855,3.996311811,0.003816103,0.02928794,-2.567881336
ddx39aa,0.18357448,6.785231582,3.996291532,0.003816213,0.02928794,-2.578069962
si:dkey-112e17.1,-0.659490821,2.502490112,-3.995675761,0.003819538,0.029303043,-1.708870058
si:ch211-80h18.1,0.222285462,6.4510742,3.993225821,0.003832801,0.029394343,-2.541247698
ccn2b,0.38662604,4.007197494,3.992846026,0.003834862,0.029399698,-2.071046024
mif,0.269710385,4.872148682,3.992232728,0.003838191,0.029414776,-2.267053231
sdcbp2,-0.728497568,4.851918261,-3.991788587,0.003840605,0.029422822,-2.236845135
slc1a4,0.275936297,5.295401999,3.991026367,0.00384475,0.029444127,-2.354546377
ssbp3b,0.178683622,6.107184419,3.99069469,0.003846555,0.029447503,-2.495451076
nuak1a,-0.351810779,4.144227443,-3.990258698,0.00384893,0.029449517,-2.092955629
nrip2,0.401636918,3.617394899,3.990105293,0.003849766,0.029449517,-1.982391855
umps,0.343887125,4.085353036,3.989894935,0.003850912,0.029449517,-2.093758191
arhgef1,-0.174320768,6.379514722,-3.989012448,0.003855726,0.029475884,-2.53371128
ctdspla,-0.378419547,5.032231041,-3.988080102,0.003860819,0.029504365,-2.294009239
zgc:91968,0.459883151,3.753437263,3.987389408,0.003864596,0.029522777,-2.018915832
ing5a,-0.522163174,3.676434975,-3.986634126,0.003868731,0.029525481,-1.98047155
arhgap36,-0.403741897,3.47899971,-3.986155632,0.003871353,0.029525481,-1.938740651
si:dkey-283b15.2,-0.308183019,5.098478064,-3.9860593,0.003871881,0.029525481,-2.312876181
cd36,-0.423249094,5.274282155,-3.985920749,0.003872641,0.029525481,-2.345337011
mxd4,0.350880204,4.433411196,3.985826963,0.003873156,0.029525481,-2.180476448
LOC108179106,-1.143018875,-0.923113512,-3.985826403,0.003873159,0.029525481,-1.691028502
p3h1,0.318222002,4.948621718,3.98474493,0.003879095,0.029560294,-2.29465041
sema4ga,-0.548251491,2.252831379,-3.982679984,0.003890457,0.029636414,-1.687172418
hoxc6a,-0.404459052,3.365411694,-3.982063305,0.003893858,0.029651849,-1.918035339
h2ax,0.447320415,4.584550221,3.978978962,0.003910912,0.02977121,-2.225035644
tmem175,-0.986577631,1.533890537,-3.978487912,0.003913634,0.02978143,-1.595660553
nthl1,-0.603013191,2.523018689,-3.977826643,0.003917303,0.029798846,-1.739327566
gata4,-0.511205912,2.571576825,-3.976755757,0.003923254,0.029833593,-1.752913184
myrfl,-0.356100448,4.384935194,-3.976491869,0.003924721,0.029834242,-2.169679726
bcas3,-0.286229756,4.158395577,-3.973560643,0.003941065,0.029947927,-2.123254597
si:ch211-1i11.3,-0.367926051,3.603835053,-3.972990764,0.00394425,0.029961587,-1.989293677
LOC101886880,-0.867151054,1.021422812,-3.972628864,0.003946275,0.029966418,-1.577627253
sgca,0.236603099,4.894704128,3.970704045,0.003957062,0.030037759,-2.303751696
cyp1c1,-0.31971007,4.463008169,-3.9694503,0.003964105,0.030068716,-2.198887031
slc45a1,0.310011242,4.625482247,3.969356383,0.003964633,0.030068716,-2.247989922
chmp2bb,-0.222578252,5.983432374,-3.969234279,0.00396532,0.030068716,-2.502720615
si:ch211-195b15.8,-0.221524307,5.625671984,-3.967711503,0.003973895,0.030123157,-2.444198618
LOC101884782,0.653781103,2.087695128,3.967100736,0.00397734,0.030138685,-1.694234955
shmt1,0.249323429,5.384095173,3.966001996,0.003983545,0.030175112,-2.408838524
nsmaf,-0.328920878,3.868049304,-3.965121471,0.003988526,0.030202238,-2.065254209
pin1,0.250926301,5.500069863,3.964838073,0.00399013,0.030203789,-2.432153788
miip,-0.622097536,1.912341206,-3.964048633,0.003994603,0.030227045,-1.660945061
nln,0.381808438,3.316048538,3.963628241,0.003996987,0.030232088,-1.94940811
tagapa,-1.008810066,0.210381555,-3.96343719,0.003998071,0.030232088,-1.604887996
pabpn1,0.171666973,7.749669765,3.962964574,0.004000754,0.030241778,-2.720940298
LOC110440077,-0.560426876,2.612770851,-3.96068776,0.004013706,0.030329058,-1.78192996
lrrk2,-0.26044243,4.949541637,-3.960134201,0.004016862,0.0303413,-2.322026033
arl14,-0.821588921,1.785510796,-3.95991045,0.004018138,0.0303413,-1.647139315
tmed1b,-0.246899909,5.097166184,-3.959170922,0.004022359,0.030358309,-2.354497825
npas3,0.281918117,5.868028356,3.959023103,0.004023204,0.030358309,-2.505708831
nfe2l2b,0.508254399,3.00250788,3.958050867,0.004028762,0.030384164,-1.884655343
ap2s1,0.227885533,6.660993789,3.95793134,0.004029446,0.030384164,-2.621482271
hoxc3a,-0.216913709,6.671032023,-3.957585978,0.004031423,0.030388452,-2.618336482
zgc:171740,0.648244279,3.451165316,3.955247856,0.004044833,0.030478892,-1.993315457
LOC799768,-0.899392643,0.623312002,-3.954287717,0.004050354,0.03050984,-1.599174626
cela1.2,-1.116092002,1.427090679,-3.953432025,0.004055281,0.030536294,-1.619516128
clspn,0.330301981,4.864237188,3.952743278,0.004059251,0.03055553,-2.324860307
mst1ra,-0.299180944,3.878459668,-3.952390916,0.004061284,0.030560173,-2.087692324
rb1cc1,-0.179360494,6.415031131,-3.950646001,0.004071367,0.030625366,-2.596253789
sorbs2b,0.245325888,5.651694419,3.947202327,0.004091345,0.030758072,-2.486038592
hacd1,0.339675038,5.594393531,3.947113847,0.00409186,0.030758072,-2.476414721
parla,0.416148308,2.927044377,3.946600471,0.004094847,0.030769812,-1.884151968
rpgrb,-0.287248927,4.138582483,-3.945001613,0.004104167,0.030829109,-2.160813771
